"name"|"cost"|"discount"|"originalPrice"|"ratings"|"noReviews"|"votes"|"Product Weight"|"Age Group"|"Type"|"Ideal For"|"Number of Contents"|"Size"|"Powered by"|" "|"Product Depth"|"Product Width"|"Country of Manufacture"|"Filling Material"|"Product Height"|"Rechargeable"|"Battery Type"|"Character"|"Series"|"Washable"|"Sound Support"|"Height"|"Width"|"External Material"|" The design of the giraffe may slightly vary from what is shown in the image "|"Depth"|" Ribbons may vary "|" Color may slightly vary. "|" Color and Style of the Bow may vary "|" Exact color of product may vary from the color in the image "|" Customer may get any one of the two product based on availability "|" The bow color of the delivered doll may vary from what is shown in the image "|" The ribbon color and the design may vary from what is shown in the image. "|"Brand"|"Machine Washable"|"With Pillow Cover"|"Ideal Usage"|"Model Name"|"Model ID"|"Color"|"Sales Package"|" The color of bow of the delivered product may vary from what is shown in the image "|" The design of the delivered product may slightly vary from what is shown in the image "|" The color of the product displayed may differ from the actual product, Due to scarcity of this product, color of muffler may vary. "|" Color may slightly vary "|""|ImageURL"
Tickles Cute Teddy With A Rose - 19 inch|660|5%|699|4||1|350 g|3 - 6 Years|Teddy Bears|N/A|N/A|Medium, 19 inch|N/A|N/A|5 inch|8 inch|India|Fiber|N/A|N/A|N/A|N/A|Teddy Bear|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Joker Cushion Clown Pillow|499|44%|900|3.8||4|N/A|N/A|Decorative Cushion|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Polyfill|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|33 cm|Pile Cloth|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Tickles|Yes|No|Back, Head, neck|Joker Cushion|AT-C005|Red|Pillow|N/A|N/A|N/A|N/A|
Indian Gift Bazaar Car Hanging Teddy - 4 inch|149|66%|449|2|1|4|500 g|1 - 6 Years|Teddy Bears|N/A|N/A|4 inch|N/A|N/A|2 inch|6 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Teddy Bear - 14 inch|285|4%|299|4.3|87|364|India|Teddy Bears|Girls, Boys|14 inch|N/A|Non Battery|Made of Super Soft Fabric|1 Stuff Toy|N/A|N/A|3 - 15 Years|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|250 g|N/A|N/A|N/A|
A Smile Toys & More Tiger - 11 inch|297|||3||2|360 g|3 - 5 Years|Pets & Animals|N/A|N/A|Small, 11 inch|N/A|N/A|0 Inch|0 Inch|India|Polyester, Cotton|11 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Warner Bros Plush - Sylvester - 13 inch|799|||4.1|1|11|N/A|1 - 12 Years|Cartoon Characters|Girls, Boys|N/A|13 inch|N/A|N/A|N/A|N/A|China|N/A|N/A|N/A|N/A|Sylvester|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Porcupine 36 Inches Teddy Bear - 36 inch|1499|16%|1799||||1600 g|2 - 70 Years|Teddy Bears|N/A|N/A|36 inch|N/A|7 Days warranty for any manufacturing defect.|13 inch|13 inch|India|Inner Filling, Fiber/Outer, Fur|N/A|N/A|N/A|Teddy Bear|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fullmoon Dog - 11 inch|299|50%|599|3.5|7|16|200 g|5 - 12 Years|Pets & Animals|N/A|N/A|11 inch|N/A|N/A|3 inch|4 inch|China|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Hugging Smiley Cushion Smiley Emoticons Pillow|499|44%|900|4.4|2|10|N/A|N/A|Decorative Cushion|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Polyfill|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|33 cm|Pile Cloth|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Tickles|Yes|No|Head, Back, neck|Hugging Smiley Cushion|AT-C007|Yellow|Pillow|N/A|N/A|N/A|N/A|
Dimpy Stuff Tiger - 10 inch|625|3%|649|4.3||3|375 g|3 - 12 Years|Pets & Animals|Girls, Boys|1|10 inch|N/A|N/A|6.5 inch|15 inch|India|N/A|10 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Mickey Flopsie New - 8 inch|452|9%|499|3.6|1|7|N/A|1 - 12 Years|Cartoon Characters|Girls, Boys|N/A|8 inch|N/A|N/A|N/A|N/A|China|N/A|7.99 inch|N/A|N/A|Mickey Mouse|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Doll with Light and Music - 14 inch|399|20%|505|1.5|||300 g|3 - 6 Years|Dolls|N/A|N/A|Medium, 14 inch|N/A|N/A|3 inch|4 inch|India|Fiber|N/A|N/A|N/A|N/A|Doll|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Tigger - 14 inch|719|10%|799|3.5|1|4|N/A|0 - 12 Years|Cartoon Characters|Boys, Girls|N/A|14 inch|N/A|N/A|N/A|N/A|China|N/A|14.02 inch|N/A|N/A|Winnie the Pooh|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Wild Republic Wows Shark 7 inch - 11 inch|162|50%|325|4.7||3|750 g|1 - 6 Years|Pets & Animals|N/A|N/A|11 inch|N/A|N/A|4.7 inch|8 inch|China|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Indian Gift Bazaar Doll - 14 inch|199|63%|549|2|||500 g|1 - 6 Years|Dolls|N/A|N/A|14 inch|N/A|N/A|7 inch|8 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Ty Wishful Unicorn - 6 inch|449|||4|1|4|90 g|3 - 15 Years|Pets & Animals|Girls, Boys|N/A|6 inch|Non Battery|N/A|N/A|N/A|USA|N/A|N/A|N/A|N/A|N/A|N/A|Yes|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Wonderkids Soft Ball Small - 4.5 inch|79|||4|1|1|60 g|2 - 8 Years|Soft Balls|N/A|N/A|4.5 inch|N/A|N/A|4.5 inch|4.5 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
E soft Hero Red Pillow with Teddy Bear - 12 Inch|454|49%|899|2|1|1|400 g|1 - 10 Years|Cushions & Pillows|N/A|N/A|12 Inch|N/A|N/A|16 inch|2.8 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Minnie Playtime Romper - 10 inch|599|25%|799|4|||10 inch|Cartoon Characters|Girls|Minnie Mouse|N/A|Non Battery|Soft Boa Material|1 Stuff Toy|N/A|N/A|N/A|N/A|0 - 7 Years|N/A|N/A|10 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|95 g|N/A|N/A|
Fullmoon Dog - 11 inch|295|31%|432|3.5|7|16|200 g|5 - 12 Years|Pets & Animals|N/A|N/A|11 inch|N/A|N/A|3 inch|4 inch|China|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Dumbo - 10 inch|710|11%|799|5|1|5|N/A|0 - 10 Years|Cartoon Characters|Girls, Boys|N/A|10 inch|N/A|N/A|N/A|N/A|China|N/A|10 inch|N/A|N/A|Dumbo|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Indian Gift Bazaar Sun Shine Cap Teddy with Car Hanging Teddy - 12 inch|199|63%|549||||600 g|1 - 6 Years|Teddy Bears|N/A|N/A|12 inch|N/A|N/A|6 inch|8 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Minnie Wearing Valentine Dress - 10 inch|599|25%|799|4.7|3|3|95 g|2 - 8 Years|Cartoon Characters|Girls|N/A|10 inch|Non Battery|Soft Boa Material|N/A|N/A|N/A|N/A|10 inch|N/A|N/A|Minnie Mouse|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Joey Toys Honey Teddy - 10 inch|309|46%|579|3.8||4|200 g|1 - 16 Years|Teddy Bears|N/A|N/A|Small, 10 inch|N/A|N/A|8.5 inch|6.5 inch|India|Polyester, Cotton|N/A|N/A|N/A|Teddy Bear|Teddy Bear|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Apple Fruit Toy Cushion - 12.99 inch|165|7%|179|3.6||5|100 g|1 - 12 Years|Cushions & Pillows|Boys, Girls|1|12.99 inch|Non Battery|Apple Fruit Cushion|N/A|N/A|India|N/A|N/A|N/A|N/A|N/A|N/A|Yes|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Couple Bear - 15.7 Inch|1010|8%|1099|4.4|57|296|N/A|3 - 5 Years|Teddy Bears|Girls, Boys|1|15.7 Inch|N/A|N/A|N/A|N/A|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fullmoon Panda - 10 inch|449|55%|999|5||1|170 g|5 - 12 Years|Pets & Animals|N/A|N/A|10 inch|N/A|N/A|5 inch|4 inch|China|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Penguin with Muffler - 13.77 Inch|649|||4.3|||N/A|Pets & Animals|Girls, Boys|1|13.77 Inch|N/A|N/A|N/A|N/A|N/A|3 - 12 Years|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|China|N/A|
Funzoo Hanuman Ji - 12 inch|219|||4||2|200 g|2 - 10 Years|Cartoon Characters|N/A|N/A|Small, 12 inch|N/A|N/A|3.14960629921259 inch|2.36220472440944 inch|India|Cotton|N/A|N/A|N/A|Krishna|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Joey Toys Mother Child Teddy - 21.6 inch|989|40%|1669|4.6|1|5|1100 g|1 - 16 Years|Teddy Bears|N/A|N/A|Large, 21.6 inch|N/A|N/A|15.7 inch|15.7 inch|India|Polyester, Cotton|N/A|N/A|N/A|Teddy Bear|Teddy Bear|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Elephant with Ball - 10 inch|399|22%|518||||400 g|3 - 6 Years|Pets & Animals|N/A|N/A|Medium, 10 inch|N/A|N/A|4 inch|6 inch|India|Fiber|N/A|N/A|N/A|N/A|Animal Shop|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
A Smile Toys & More Pug Dog - 12 inch|280|20%|350|5||1|245 g|3 - 5 Years|Pets & Animals|N/A|N/A|Small, 12 inch|N/A|N/A|0 inch|0 inch|India|Polyester, Cotton|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Angry Birds Plush|510|7%|549|4.3|3|12|40 g|1 - 10 Years|Cartoon Characters|Girls, Boys|1|8 inch|N/A|N/A|8.27 inch|8.66 inch|China|N/A|11.81 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fullmoon Frog Handy Glove - 8 inch|229|42%|399|3.3|1|3|50 g|5 - 12 Years|Pets & Animals|N/A|N/A|8 inch|N/A|N/A|4.5 inch|2.5 inch|China|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Indian Gift Bazaar Forest Tiger Small - 7 inch|220|40%|369||||500 g|1 - 8 Years|Pets & Animals|N/A|N/A|7 inch|N/A|N/A|4 inch|11 inch|India|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Play N Pets Sit Bear with Hat and Scarf - 9.84 inch|549|||4.5||14|346 g|1 - 12 Years|Teddy Bears|Boys, Girls|1|9.84 inch|Non Battery|Machine Washable|8.66 inch|8.66 inch|India|Polyester|9.84 inch|N/A|N/A|N/A|N/A|N/A|N/A|30.31 inch|22.44 inch|N/A|N/A|22.44 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Ty Myrtle Turtle - 6 inch|449|||4.4|3|5|90 g|2 - 12 Years|Pets & Animals|Girls, Boys|N/A|6 inch|Non Battery|N/A|N/A|N/A|USA|N/A|N/A|N/A|N/A|N/A|N/A|Yes|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dreamworks Kung-Fu Panda 10 inch Plush Toy - 10 Inch|695|||5||2|200 g|0 - 12 Years|Cartoon Characters|N/A|N/A|10 Inch|N/A|N/A|1.5 inch|7.5 inch|China|N/A|N/A|N/A|N/A|Kung-Fu Panda|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Hugging Teddy - 4.5 inch|299|14%|348|3.8||5|100 g|3 - 6 Years|Teddy Bears|N/A|N/A|Small, 4.5 inch|N/A|N/A|1.5 inch|1.9 inch|India|Fiber|4.3 inch|N/A|N/A|N/A|Animal Shop|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Baloo - 8 inch|399|||4.8||6|50 g|0 - 12 Years|Cartoon Characters|Girls, Boys|N/A|8 inch|N/A|N/A|3.1 inch|6 inch|China|N/A|7 inch|N/A|N/A|Bear|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Minnie With Heart - 10 Inch|674|25%|899||||N/A|N/A|N/A|Girls, Boys|N/A|10 Inch|N/A|N/A|N/A|N/A|China|N/A|N/A|N/A|N/A|Minnie Mouse|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Funzoo Bull Dog CD - 10 inch|159|||3||1|150 g|2 - 10 Years|Pets & Animals|N/A|N/A|Small, 10 inch|N/A|N/A|3.14960629921259 inch|6.29921259842519 inch|India|Cotton|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Dog Pillow - 14 inch|400|33%|599|4.5||2|250 g|3 - 6 Years|Cushions & Pillows|N/A|N/A|Medium, 14 inch|N/A|N/A|4 inch|9 inch|India|Fiber|N/A|N/A|N/A|N/A|Dog|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Porcupine 36 Inches Teddy Bear - 36 inch|1499|16%|1799||||1600 g|2 - 70 Years|Teddy Bears|N/A|N/A|36 inch|N/A|7 days warranty for any manufacturing defect|13 inch|13 inch|India|Inner Filling:- Fiber/Outer:- Fur|N/A|N/A|N/A|teddy bear|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Ty Stripes Tiger - 6 inch|449|||4.1|3|14|70 g|2 - 10 Years|Pets & Animals|Boys, Girls|1|6 inch|N/A|Polypack|N/A|N/A|USA|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Cute Red Teddy - 8 inch|299|23%|390|3|1|1|350 g|2 - 14 Years|Teddy Bears|N/A|N/A|Medium, 8 inch|N/A|N/A|2 inch|4 inch|India|Fiber|N/A|N/A|N/A|N/A|Teddy Bear|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fullmoon Tiger - 18 inch|499|44%|899|4|1|7|350 g|5 - 20 Years|Pets & Animals|N/A|N/A|18 inch|N/A|N/A|13 inch|30 inch|China|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Soft Ball - 6.69 inch|109|||3.7|12|49|100 g|3 - 12 Years|Soft Balls|Girls, Boys|1|6.69 inch|Non Battery|Non-toxic|N/A|N/A|India|N/A|N/A|N/A|N/A|N/A|N/A|Yes|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Snow White - 8 inch|374|25%|499|1|1|1|N/A|3 - 15 Years|Cartoon Characters|Girls|1|8 inch|Non Battery|N/A|2.75 inch|5.51 inch|China|N/A|9.05 inch|N/A|N/A|Snow White|N/A|Yes|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Sofa Boa - Piglet|629|10%|699|5||2|N/A|1 - 8 Years|Cartoon Characters|Boys, Girls|N/A|10 inch|N/A|N/A|N/A|N/A|China|N/A|N/A|N/A|N/A|Piglet|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Smiling Doll - 36 cm|399|29%|568||||200 g|1 - 16 Years|Dolls|N/A|N/A|36 cm, 36 cm|N/A|N/A|1.57 inch|3.9 inch|India|Fiber|14.1732283464567 inch|N/A|N/A|N/A|Doll|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Winnie the Pooh - Piglet Puppet - 10 inch|494|10%|549|3.5||2|N/A|0 - 6 Years|Puppets|Girls|N/A|10 inch|N/A|N/A|N/A|N/A|China|N/A|N/A|N/A|N/A|Piglet|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Joey Toys Heart 10 - 9.8 inch|161|42%|279|5||1|100 g|1 - 16 Years|Cushions & Pillows|N/A|N/A|9.8 inch|N/A|N/A|11 inch|2.3 inch|India|Polyester, Cotton|N/A|N/A|N/A|N/A|Heart|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Mickey Cuddle - 17 inch|1259|10%|1399|3.8|4|6|N/A|1 - 12 Years|Cartoon Characters|Boys, Girls|N/A|17 inch|N/A|N/A|N/A|N/A|China|N/A|17.01 inch|N/A|N/A|Mickey Mouse|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Play N Pets Sit Bear with Hat and Scarf - 9.84 inch|549|||4.5||14|346 g|0 - 6 Years|Teddy Bears|Girls, Boys|1|9.84 inch|Non Battery|1 Teddy Bear|8.66 inch|8.66 inch|India|Polyester|9.84 inch|N/A|N/A|N/A|N/A|N/A|N/A|30.31 inch|22.44 inch|N/A|N/A|22.44 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Pluto Playtime Romper - 10 inch|599|25%|799|5||4|95 g|0 - 5 Years|Cartoon Characters|Girls, Boys|N/A|10 inch|Non Battery|1 Stuff Toy|N/A|N/A|N/A|N/A|10 inch|N/A|N/A|Pluto|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Elephant Pillow Cum Toy Jungle Animal Pillow|499|44%|899|4.5|2|4|N/A|N/A|Decorative Cushion|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Polyfill|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|43 cm|Pile Cloth|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Tickles|Yes|No|Back, Head, neck|Elephant Pillow Cum Toy|AT-C022|Grey|Pillow|N/A|N/A|N/A|N/A|
Angry Birds Plush|299|14%|349|4.1|6|30|40 g|1 - 10 Years|Cartoon Characters|Girls, Boys|1|5 inch|N/A|N/A|N/A|N/A|China|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Ty Hello Kitty Angel - 6 inch|466|15%|549|2.2||4|USA|Cartoon Characters|Yes|Hello Kitty|N/A|Non Battery|1 Stuff Toy|N/A|N/A|N/A|2 - 10 Years|N/A|N/A|N/A|N/A|6 inch|N/A|Boys, Girls|N/A|N/A|N/A|N/A|N/A|N/A|N/A|85 g|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
