"name"|"cost"|"discount"|"originalPrice"|"ratings"|"noReviews"|"votes"|"Product Weight"|"Product Depth"|"Product Width"|"Product Height"|"Country of Manufacture"|"Age Group"|"Type"|"Series"|"Filling Material"|"Size"|"Washable"|"Ideal For"|"Number of Contents"|"Character"|"Rechargeable"|"Powered by"|"Battery Type"|" "|" Hamleys is available online exclusively on Flipkart. "|"Height"|"Width"|"Depth"|"External Material"|"Machine Washable"|"Brand"|"With Pillow Cover"|"Ideal Usage"|"Model Name"|"Model ID"|"Color"|"Sales Package"|" For Safety Sake, Remove All Tags and Plastic Loops Before Giving this Item to the Child "|"Weight"|"Sound Support"|" The color of the delivered product may vary from what is shown in the image "|" Customer may get any one of the two product based on availability "|" Color may slightly vary. "|" The design of the giraffe may slightly vary from what is shown in the image "|" Ribbons may vary "|" Color and Style of the Bow may vary "|" Exact color of product may vary from the color in the image "|" The bow color of the delivered doll may vary from what is shown in the image "|" The ribbon color and the design may vary from what is shown in the image. "|" The color of bow of the delivered product may vary from what is shown in the image "|" The design of the delivered product may slightly vary from what is shown in the image "|" The color of the product displayed may differ from the actual product, Due to scarcity of this product, color of muffler may vary. "|" Color may slightly vary "|" Color may vary. "|" Product displayed on the website may slightly vary. "|" Color of the ball might vary "|" Colour of the Pot might Vary "|""|ImageURL"
Surbhi Teddy Bear - 16.9 inch|800|30%|1150||||735 g|10 inch|12.8 inch|16.9 inch|India|3 - 99 Years|Teddy Bears|N/A|PLOYERSTER FIBER|16.9 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Warner Bros Tweety - 14 Inch|854|5%|899|4.5|||N/A|N/A|N/A|N/A|China|0 - 12 Years|Cartoon Characters|N/A|N/A|14 Inch|N/A|Girls, Boys|N/A|Tweety|N/A|N/A|N/A|Surface Washable, No Electronic Product, No Choking Hazard, Weight - 200 gm|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fisher-Price Soothe and Glow Giraffe - 9.5 inch|1199|20%|1499||||4.75 inch|5.5 inch|9.5 inch|0 - 10 Years|N/A|Interactive Soft Toys|Boys, Girls|N/A|N/A|No|N/A|9.5 inch|N/A|N/A|Battery|2 AA (LR6) Alkaline Batteries|11.81 inch|N/A|N/A|10.31 inch|10.13 inch|1 Soothe and Glow Giraffe, Batteries Not Included|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|900 g|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Teddy Bear - 23.62 inch|959|20%|1199|4.3|87|364|13 inch|13.5 inch|19 inch|India|3 - 15 Years|Teddy Bears|Yes|N/A|N/A|Non Battery|Boys, Girls|1|23.62 inch|N/A|N/A|Stuff Toy|N/A|Soft Fabric|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|680 g|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Hasbro Furby Boom Sweet|3899|2%|3999|5||2|719.2 g|N/A|N/A|N/A|China|6 - 12 Years|Interactive Soft Toys|N/A|N/A|N/A|N/A|Boys, Girls|N/A|N/A|Yes|Battery|4 AA Batteries|N/A|N/A|16.73 inch|7.67 inch|4.92 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Quacking Donald - 12.5 inch|1799|10%|1999|4.2|1|6|465 g|N/A|N/A|N/A|China|3 - 10 Years|Cartoon Characters|N/A|N/A|12.5 inch|No|Boys, Girls|1|Donald Duck|No|Battery|3 AA Batteries|Batteries Included, Donald Duck|N/A|12.5 inch|7.5 inch|6.2 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Pillowpets US Bear - 18 inch|1499|||4.4|||500 g|9 inch|18.6 inch|9.2 inch|N/A|3 - 15 Years|Cushions & Pillows|N/A|N/A|18 inch|N/A|Boys, Girls|N/A|N/A|N/A|Non Battery|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Trudi Whale Jasmine - 12 inch|1999||||||254 g|3 inch|5.5 inch|N/A|Italy|2 - 6 Years|Pets & Animals|N/A|N/A|12 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Perfect Petzzz Cavalier King Charles Spaniel - 5.21 inch|2699|10%|2999|4.7|2|3|840 g|N/A|N/A|N/A|China|3 - 15 Years|Pets & Animals|N/A|N/A|5.21 inch|N/A|Girls, Boys|N/A|N/A|No|Battery|1 Alkaline Battery|1 Cot, 1 Brush, Battery Included, 1 Pet|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Bear with Honey Pot - 18.89 inch|1199|20%|1499|1||1|950 g|N/A|N/A|N/A|N/A|3 - 15 Years|Teddy Bears|N/A|N/A|18.89 inch|N/A|Boys, Girls|N/A|N/A|N/A|Non Battery|N/A|Soft Fabric|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Ty Jazzy - 13 inch|899|||5||1|USA|N/A|N/A|N/A|3 - 15 Years|Pets & Animals|Yes|N/A|N/A|Non Battery|Girls, Boys|13 inch|N/A|N/A|N/A|1 Stuff Toy|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|214 g|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Trudi Puppet Pig - 6 inch|899|||5||1|0.086 g|4 inch|7 inch|N/A|Italy|2 - 12 Years|Pets & Animals|N/A|N/A|6 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Soft Buddies Lying Bull Dog XL - 20 inch|899|10%|999||||490 g|7 inch|16 inch|N/A|India|3 - 15 Years|Pets & Animals|N/A|100% Polyester Staple Fibre|20 inch|N/A|N/A|N/A|Dog|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Teddy - 37.4 inch|1119|20%|1399|4.4|||18 inch|19 inch|24.7 inch|India|2 - 12 Years|Teddy Bears|Girls, Boys|N/A|N/A|Size of Standing Teddy Bear: 37.4 inch, Size of Sitting Teddy Bear: 24.7 inch|N/A|1|37.4 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|1500 g|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Couple Bear - 7.9 Inch|349|||4.4|57|296|N/A|N/A|N/A|N/A|India|3 - 5 Years|Teddy Bears|N/A|N/A|7.9 Inch|N/A|Girls, Boys|1|N/A|N/A|N/A|N/A|Environment Friendly Material, Non toxic, Adorable and Huggable, These Two Charming Bears with their Arms Around Each Other and Sweet Smile on their Faces, Machine - Home Washable, Cute and Furry, No Sharp Edges|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Chhota Bheem|599|||4.1|45|160|250 g|N/A|N/A|N/A|India|3 - 15 Years|Cartoon Characters|N/A|N/A|13 inch|N/A|Boys, Girls|N/A|Chhota Bheem|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Teddy Bear - 23.62 inch|959|20%|1199|4.3|87|364|India|N/A|N/A|N/A|3 - 15 Years|Teddy Bears|Yes|N/A|N/A|Non Battery|Girls, Boys|1|23.62 inch|N/A|N/A|Soft Fabric|N/A|Stuff Toy|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|700 g|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Littles Baby Ball - 4.5 inch|110|63%|299|3.8|38|158|0 inch|0 inch|0 inch|India|0 - 12 Years|Soft Balls|Boys, Girls|N/A|N/A|Size:4.5 Inch|N/A|4.5 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|53 g|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Bear with Flower Paws - 15 inch|519|20%|649|4.4|13|39|400 g|N/A|N/A|N/A|India|3 - 15 Years|Teddy Bears|N/A|N/A|15 inch|N/A|Girls, Boys|N/A|N/A|N/A|Non Battery|N/A|Made of Super Soft Fabric|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Mother Elephant with 2 Babies - 15 inch|699|30%|999|4.2|15|51|400 g|8 inch|8.5 inch|14.5 inch|India|3 - 6 Years|Pets & Animals|Animal Shop|Fiber|Small, 15 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Soft Dotted Bear - 18.5 inch|699|||4.2|7|36|287 g|5.5 inch|12 inch|18.5 inch|N/A|3 - 15 Years|Teddy Bears|N/A|N/A|18.5 inch|N/A|Boys, Girls|N/A|N/A|N/A|Non Battery|N/A|Finest High Quality Material, Soft Fabric, Crafted with Environment Friendly Material, Soft and Safe for Children, Machine or Home Washable, Soft Plush Teddy Bear, Adorable and Huggable|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Marie Animal Tale Range - 10 inch|719|10%|799|4.6|7|34|N/A|N/A|N/A|10 inch|China|0 - 12 Years|Cartoon Characters|N/A|N/A|10 inch|N/A|Girls, Boys|N/A|Marie|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Polyester Fibers, Polyethylene Pellets|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Mickey Flopsie New - Minnie - 8 inch|499|||3.7|4|23|N/A|N/A|N/A|China|0 - 12 Years|Cartoon Characters|Girls, Boys|N/A|N/A|N/A|N/A|Minnie Mouse|N/A|8 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|7.99 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Heart|320|||4.5|9|56|N/A|N/A|15.75 inch|21.65 inch|China|3 - 20 Years|Cushions & Pillows|N/A|N/A|N/A|N/A|Boys, Girls|1|N/A|N/A|N/A|N/A|Soft and Plush, Furry, Adorable and Huggable, Crafted with Environment Friendly Material, Non-toxic, Inner Stuffing: High Quality Polyester, Machine Washable|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Warner Bros Jerry - 8 inch|449|10%|499|4.1|22|146|N/A|N/A|N/A|N/A|China|0 - 12 Years|Cartoon Characters|Tom & Jerry|N/A|8 inch|N/A|Boys, Girls|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Nemo - 8 inch|299|25%|399|3.8|4|13|N/A|N/A|N/A|N/A|N/A|0 - 12 Years|Cartoon Characters|Finding Nemo|N/A|Small, 8 inch|N/A|Boys, Girls|N/A|Nemo|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Teddy Bear - 37.4 inch|1839|20%|2299|4.3|||2100 g|21 inch|19.5 inch|37.4 inch|India|3 - 5 Years|Teddy Bears|N/A|N/A|37.4 inch|N/A|Girls, Boys|1|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Cute Teddy with a Rose - 36 cm|333|44%|599||||250 g|6 cm|12 cm|36 cm|India|1 - 41 Years|Teddy Bears|Teddy Bears|Fiber|36 cm, 36 cm|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fullmoon Caterpillar - 21 inch|490|50%|999|4.1|1|9|200 g|4 inch|7 inch|N/A|China|5 - 12 Years|Pets & Animals|N/A|N/A|21 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fullmoon Dog - 7.5 inch|245|40%|411|3.5|7|16|150 g|8 cm|13 cm|25 cm|China|5 - 12 Years|Pets & Animals|N/A|N/A|7.5 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Dumbo Animal Tale Range - 10 inch|799|||4.4|5|30|N/A|N/A|N/A|10 inch|China|0 - 12 Years|Cartoon Characters|N/A|N/A|10 inch|N/A|Boys, Girls|N/A|Dumbo|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Bear with Sweet Embroidery Paws - 16.92 inch|639|20%|799|5||1|750 g|N/A|N/A|N/A|N/A|3 - 15 Years|Teddy Bears|N/A|N/A|16.92 inch|N/A|Boys, Girls|N/A|N/A|N/A|Non Battery|N/A|Soft Fabric|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Teddy Bear - 14 inch|284|5%|299|4.3|87|364|India|N/A|N/A|N/A|3 - 20 Years|Teddy Bears|Girls, Boys|N/A|N/A|Non Battery|N/A|14 inch|N/A|N/A|N/A|1 Stuff Toy|N/A|Made of Super Soft Fabric|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|250 g|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Love Pairs - 12.59 inch|399|38%|649|4.2|3|16|650 g|N/A|N/A|N/A|N/A|3 - 16 Years|Teddy Bears|N/A|N/A|12.59 inch|N/A|Girls, Boys|1|N/A|N/A|Non Battery|N/A|Soft Fabric|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Bear with Check Bow - 29.52 inch|1119|20%|1399||||800 g|N/A|N/A|N/A|N/A|3 - 15 Years|Teddy Bears|N/A|N/A|29.52 inch|N/A|Boys, Girls|N/A|N/A|N/A|Non Battery|N/A|1 Teddy Bear|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Bear with Strip Paws - 25.59 inch|799|20%|999|5||1|950 g|N/A|N/A|N/A|N/A|3 - 15 Years|Teddy Bears|N/A|N/A|25.59 inch|N/A|Girls, Boys|N/A|N/A|N/A|Non Battery|N/A|1 Teddy Bear|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Anukriti Creations Cute Teddy Bear with Cap and Ribbon - 12 Inch|269|61%|699||||500 g|9 inch|7 inch|N/A|India|3 - 14 Years|Teddy Bears|N/A|N/A|medium, 12 Inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Play N Pets Doraemon - 7.6 inch|333|33%|499|4.4|21|82|155 g|5 inch|7.7 inch|7.6 inch|India|1 - 12 Years|Cartoon Characters|N/A|Siliconized Fiber|7.6 inch|Yes|Girls, Boys|1|Doraemon|N/A|N/A|N/A|1 Stuffed Toy|N/A|N/A|N/A|N/A|Polyester Fleece Shell|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Chhota Bheem - 9.84 inch|349|||2.3|2|6|100 g|N/A|N/A|N/A|India|3 - 12 Years|Cartoon Characters|N/A|N/A|9.84 inch|Yes|Boys, Girls|1|Chhota Bheem|N/A|Non Battery|N/A|Non-toxic|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Soft Ball - 5.51 inch|115|67%|349|3.7|12|49|100 g|N/A|N/A|N/A|India|3 - 15 Years|Soft Balls|N/A|N/A|5.51 inch|Yes|Boys, Girls|1|N/A|N/A|Non Battery|N/A|Non-toxic|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Cute Teddy with a Rose - 27 inch|1160|3%|1200|4|||100 g|5 inch|9 inch|N/A|India|3 - 6 Years|Teddy Bears|Teddy Bears|Fiber|Medium, 27 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Hello Kitty - 9.84 inch|399|||4.4|||N/A|N/A|N/A|N/A|India|0 - 8 Years|Cartoon Characters|N/A|N/A|Medium, 9.84 inch|N/A|Girls|N/A|Hello Kitty|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Warner Bros Tom - 9 inch|494|10%|549|4.6|3|50|N/A|N/A|5.12 inch|9.02 inch|China|0 - 12 Years|Cartoon Characters|Tom & Jerry|N/A|9 inch|N/A|Boys, Girls|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Bear with Loose Legs - 18.89 inch|719|20%|899|3.9|7|29|850 g|N/A|N/A|N/A|N/A|3 - 15 Years|Teddy Bears|N/A|N/A|18.89 inch|N/A|Boys, Girls|N/A|N/A|N/A|Non Battery|N/A|Soft Fabric|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fullmoon Caterpillar - 18 inch|399|50%|799|4.1|1|9|200 g|3 inch|6 inch|N/A|China|2 - 10 Years|Pets & Animals|N/A|N/A|18 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Play N Pets Doraemon - 9.8 inch|599|||4.4|21|82|275 g|N/A|N/A|N/A|India|0 - 12 Years|Cartoon Characters|N/A|Siliconized Fiber|9.8 inch|Yes|Girls, Boys|1|Doraemon|N/A|N/A|N/A|1 Stuffed Toy|N/A|N/A|N/A|N/A|Polyester Fleece Shell|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Happy Bear with Embroidery Paws - 15 inch|399|||4.4|1|7|India|N/A|N/A|N/A|3 - 15 Years|Teddy Bears|Boys, Girls|N/A|N/A|Non Battery|N/A|15 inch|N/A|N/A|N/A|1 Stuff Toy|N/A|Made of Super Soft Fabric|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|500 g|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Love Pairs - 18.89 inch|1119|20%|1399|4.2|3|16|1250 g|N/A|N/A|N/A|N/A|2 - 20 Years|Teddy Bears|N/A|N/A|18.89 inch|N/A|Girls, Boys|1|N/A|N/A|Non Battery|N/A|1 Stuff Toy|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Ty Hello Kitty Lollipop - 6 inch|549|||4.2|1|6|85 g|N/A|N/A|N/A|USA|0 - 6 Years|Cartoon Characters|N/A|N/A|6 inch|Yes|Girls, Boys|N/A|Hello Kitty|N/A|Non Battery|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
