"name"|"cost"|"discount"|"originalPrice"|"ratings"|"noReviews"|"votes"|"Product Weight"|"Product Depth"|"Product Width"|"Product Height"|"Country of Manufacture"|"Age Group"|"Type"|"Series"|"Filling Material"|"Size"|"Washable"|"Ideal For"|"Number of Contents"|"Character"|"Rechargeable"|"Powered by"|"Battery Type"|" "|" Hamleys is available online exclusively on Flipkart. "|"Height"|"Width"|"Depth"|"External Material"|"Machine Washable"|"Brand"|"With Pillow Cover"|"Ideal Usage"|"Model Name"|"Model ID"|"Color"|"Sales Package"|" For Safety Sake, Remove All Tags and Plastic Loops Before Giving this Item to the Child "|"Weight"|"Sound Support"|" The color of the delivered product may vary from what is shown in the image "|" Customer may get any one of the two product based on availability "|" Color may slightly vary. "|" The design of the giraffe may slightly vary from what is shown in the image "|" Ribbons may vary "|" Color and Style of the Bow may vary "|" Exact color of product may vary from the color in the image "|" The bow color of the delivered doll may vary from what is shown in the image "|" The ribbon color and the design may vary from what is shown in the image. "|" The color of bow of the delivered product may vary from what is shown in the image "|" The design of the delivered product may slightly vary from what is shown in the image "|" The color of the product displayed may differ from the actual product, Due to scarcity of this product, color of muffler may vary. "|" Color may slightly vary "|" Color may vary. "|" Product displayed on the website may slightly vary. "|" Color of the ball might vary "|" Colour of the Pot might Vary "|""|ImageURL"
Archies Musical Dancing Dog Pair - 9 inch|1075|28%|1499||||600 g|4 inch|4 inch|N/A|China|2 - 16 Years|Pets & Animals|N/A|N/A|9 inch|N/A|N/A|N/A|Dog|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Indian Gift Bazaar Bunny with Balloon Teddy - 6 inch|499|41%|849||||500 g|5 inch|4 inch|N/A|India|1 - 6 Years|Teddy Bears|N/A|N/A|6 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tabby Little Pink Dress Teddy Bear - 8 inch|259|48%|499||||200 g|5 inch|6 inch|N/A|India|1 - 14 Years|Teddy Bears|N/A|N/A|8 inch, 8 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fun&Funky Teddy - 6 Inch|149|25%|199||||140 g|6 inch|6 inch|N/A|India|10 - 10 Months|Teddy Bears|N/A|N/A|6 Inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Hamleys Lying Animal - Horse - 8 inch|549||||||N/A|N/A|N/A|N/A|N/A|Pets & Animals|Girls, Boys|N/A|N/A|Non Battery|N/A|8 inch|N/A|N/A|N/A|1 Toy|N/A|N/A|3 - 7 Years|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Hamleys Rottweiler - 10 inch|499||||||N/A|N/A|N/A|N/A|N/A|Pets & Animals|Boys, Girls|N/A|N/A|Non Battery|N/A|10 inch|N/A|N/A|N/A|1 Toy|N/A|N/A|3 - 10 Years|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Hamleys Zebra Zelda - 13.38 inch|1599||||||N/A|N/A|N/A|N/A|N/A|Pets & Animals|Girls, Boys|N/A|N/A|Non Battery|N/A|13.38 inch|N/A|N/A|N/A|1 Toy|N/A|N/A|3 - 10 Years|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
The Puppet Company Seal - 15 inch|419|70%|1399||||45 g|7.99 inch|15 inch|15 inch|N/A|3 - 15 Years|Puppets|N/A|N/A|15 inch|N/A|Girls, Boys|1|N/A|N/A|Non Battery|N/A|Moving Mouth and Feet|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Angry Birds Plush|299|53%|649|4.3|3|12|40 g|8.27 inch|8.66 inch|11.81 inch|China|0 - 6 Years|N/A|N/A|N/A|8 inch|N/A|Boys, Girls|1|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fullmoon Deer - 7 inch|299|40%|499|5||1|200 g|5 inch|14 inch|N/A|China|3 - 12 Years|Pets & Animals|N/A|N/A|7 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Pluto Big Head - 10 inch|649|7%|699|4.6||5|N/A|N/A|N/A|10 inch|China|1 - 10 Years|Cartoon Characters|N/A|N/A|10 inch|N/A|Girls, Boys|N/A|Pluto|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Ellishas World Elephant - 14 inch|410|18%|500||||310 g|10 inch|17 inch|N/A|India|3 - 12 Years|Cushions & Pillows|N/A|Reliance Recron|Medium, 14 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Bukowski Bilkompisarna - Baby on Board, Frog - 8 inch|255|40%|425||||43 g|2.25 inch|2.5 inch|N/A|China|3 - 12 Years|Pets & Animals|N/A|N/A|8 inch|N/A|N/A|N/A|Frog|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fun&Funky Duck Folding Cushion - 13 Inch|299|25%|399||||220 g|10 inch|8 inch|N/A|India|1 - 10 Years|Cushions & Pillows|N/A|N/A|13 Inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
A Smile Toys & More Life Size Teddy Bear - 48 inch|2367|||5||1|2600 g|0 inch|0 inch|N/A|India|3 - 5 Years|Teddy Bears|N/A|Polyester, Cotton|Large, 48 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Barbie Cushion - 15.74 inch|689|1%|699|5||2|180 g|N/A|15.74 inch|15.74 inch|N/A|2 - 15 Years|Cushions & Pillows|N/A|N/A|15.74 inch|Yes|Girls, Boys|N/A|Barbie|N/A|Non Battery|N/A|1 Cushion|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Soft Buddies Naughty Frog with Bag - 15 inch|539|10%|599||||475 g|11 inch|13 inch|N/A|India|2 - 16 Years|Pets & Animals|N/A|100% Polyester Staple Fibre|15 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
MFT Sweety Dog M - 10 Inch|299|25%|399||||400 g|18 inch|5 inch|N/A|India|3 - 10 Years|Pets & Animals|N/A|N/A|10 Inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Ty Baby Hello Kitty Cupcake - 7.5 inch|549|||3||1|170 g|4 inch|4.5 inch|N/A|USA|2 - 6 Years|Pets & Animals|N/A|N/A|7.5 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Jellycat Bashful Honey Bunny - 7.09 inch|659|40%|1099||||200 g|N/A|N/A|N/A|UK|1 - 6 Years|Pets & Animals|N/A|N/A|Small, 7.09 inch|N/A|Boys, Girls|1|N/A|N/A|Non Battery|N/A|1 Stuff Toy|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Elephant with Two Babies - 8 inch|1199|20%|1500|5|||400 g|20 cm|20 cm|48 cm|India|3 - 6 Years|Pets & Animals|Animal Shop|Fiber|Small, 8 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Cap Teddy - 19 inch|499|37%|799||||350 g|5 inch|8 inch|N/A|India|3 - 6 Years|Teddy Bears|Teddy Bear|Fiber|Medium, 19 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
A Smile Toys & More Mother With Child - 20 inch|697|||5||1|565 g|0 inch|0 inch|N/A|India|3 - 5 Years|Teddy Bears|N/A|Polyester, Cotton|Medium, 20 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Surbhi Frog - 7 inch|200|20%|250||||75 g|4 inch|3.6 inch|N/A|India|3 - 98 Years|Pets & Animals|N/A|Polyester Fiber|7 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
E soft Combo of 2 Linea Pillow with Teddy 40cm - 6 Inch|857|42%|1500||||800 g|16 inch|12 inch|N/A|India|0 - 30 Years|Cushions & Pillows|N/A|Polyester|Large, 6 Inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Rose Cap Teddy - 45 cm|499|28%|699||||350 g|9 cm|16 cm|45 cm|India|1 - 41 Years|Teddy Bears|Teddy Bears|Fiber|45 cm, 45 cm|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Play N Pets Flying Dog - 14.96 inch|699|||5||2|330 g|5.91 inch|14.96 inch|11.81 inch|India|0 - 10 Years|Pets & Animals|N/A|Polyester|14.96 inch|N/A|Boys, Girls|1|N/A|N/A|Non Battery|N/A|Machine Washable|N/A|22.44 inch|30.31 inch|22.44 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Simba Talk Back Tom - 11 inch|2649|5%|2799|5||1|580 g|N/A|N/A|N/A|China|3 - 20 Years|Interactive Soft Toys|N/A|N/A|11 inch|No|Boys, Girls|1|N/A|No|Battery|3 AA Batteries|Signature Funny Voice, Moveable Mouth|N/A|11.02 inch|5.11 inch|4.52 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Yes|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Porcupine 24 Inches Teddy Bear - 24 inch|999|16%|1199|1|1|1|900 g|12 inch|12 inch|N/A|India|2 - 70 Years|Teddy Bears|N/A|Inner Filling:- Fiber/Outer:- Fur|24 inch|N/A|N/A|N/A|teddy bear|N/A|N/A|N/A|7 days warranty for any manufacturing defect|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Batting Eyelashes Smiley Cushion Smiley Emoticons Pillow|499|44%|900||||N/A|N/A|N/A|N/A|N/A|N/A|Decorative Cushion|N/A|Polyfill|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|33 cm|N/A|Pile Cloth|Yes|Tickles|No|Head, Back, neck|Batting Eyelashes Smiley Cushion|AT-C009|Yellow|Pillow|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Fish Heart shaped cushion Aquatic Pillow|450|45%|833|4.5|||N/A|N/A|N/A|N/A|N/A|N/A|Decorative Cushion|N/A|Polyfill|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|30 cm|N/A|Pile Cloth|Yes|Tickles|No|Back, neck, Head|Fish Heart shaped cushion|AT-C002|Brown|Pillow|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Soft Buddies Z Bear Small - Pink - 7.6 inch|179|10%|199||||70 g|8 inch|2.8 inch|N/A|India|3 - 14 Years|Teddy Bears|N/A|100% Polyester Staple Fibre|7.6 inch|N/A|N/A|N/A|Bear|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Just for You Teddy - 10 inch|399|50%|810|4||1|200 g|4.7 inch|5.9 inch|9.8 inch|India|2 - 16 Years|Teddy Bears|Animal Shop|Fiber|Medium, 10 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
E Soft Pink Muffler Bear(35cm) - 14 inch|477|47%|900||||400 g|8 inch|8 inch|N/A|India|1 - 20 Years|Teddy Bears|N/A|N/A|14 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Toysartz Bear with l love You 2 - 18 inch|949|40%|1599||||1000 g|12 inch|20 inch|N/A|India|3 - 18 Years|Teddy Bears|N/A|N/A|18 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
MFT Sweety Dog S - 7 Inch|205|31%|299||||300 g|12 inch|4 inch|N/A|India|3 - 10 Years|Pets & Animals|N/A|N/A|7 Inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
E Soft Cute Panda Storage Soft Toy - 6.4 inch|344|51%|706||||210 g|5.6 inch|5.6 inch|N/A|India|1 - 20 Years|Pets & Animals|N/A|N/A|6.4 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Ty Tangerine Orangutan - 6 inch|636|15%|749|4.1|2|8|70 g|N/A|N/A|N/A|USA|2 - 10 Years|Pets & Animals|N/A|N/A|6 inch|N/A|Girls, Boys|1|N/A|N/A|N/A|N/A|Polypack|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Monopoly Fat Sitting Bear with Paws and Patch - 23.62 inch|1499||||||N/A|6.29 inch|19.68 inch|23.62 inch|N/A|3 - 15 Years|Teddy Bears|N/A|Polyfill|23.62 inch|N/A|Girls|N/A|N/A|N/A|Non Battery|N/A|1 Bear|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|940 g|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Perfect Petzzz Choc Lab - 3.8 inch|2999|||5||2|495 g|8 inch|12.5 inch|3.8 inch|China|3 - 15 Years|Pets & Animals|N/A|N/A|3.8 inch|N/A|Boys, Girls|N/A|N/A|No|Battery|1 Alkaline Battery|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Ty Waddles - 6 inch|449|||5|1|2|90 g|N/A|N/A|N/A|USA|2 - 12 Years|Pets & Animals|N/A|N/A|6 inch|Yes|Boys, Girls|N/A|N/A|N/A|Non Battery|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Hugging Pair Teddy - 4.5 inch|320|8%|348||||100 g|1.9 inch|1.9 inch|4.3 inch|India|3 - 6 Years|Teddy Bears|Animal Shop|Fiber|Medium, 4.5 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Soft Buddies Sitting Bull Dog - 10 inch|449|10%|499|5|1|1|200 g|9 inch|9 inch|N/A|India|3 - 14 Years|Pets & Animals|N/A|100% Polyester Staple Fibre|10 inch|N/A|N/A|N/A|Dog|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
MFT Juju Toy S - 9 Inch|110|24%|145||||100 g|4 inch|6 inch|N/A|India|3 - 10 Years|Cartoon Characters|N/A|N/A|9 Inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
NSK SOFT TOYS Teddy bear - 11.81 inch|349|12%|400|5|1|1|220 g|5.11 inch|5.9 inch|N/A|India|3 - 20 Years|Teddy Bears|NSK SOFT TOYS|Polyester|11.81 inch|N/A|N/A|N/A|Teddy bear|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fullmoon Gorilla - 15 inch|499|50%|999|4|1|2|200 g|8 inch|5 inch|N/A|China|5 - 12 Years|Pets & Animals|N/A|N/A|15 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Archies Twisting Musical Monkey - 9 inch|1499||||||600 g|4 inch|4 inch|N/A|China|2 - 16 Years|Pets & Animals|N/A|N/A|9 inch|N/A|N/A|N/A|Monkey|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Wild Republic Mouse - 12 inch|449|||4.7||9|N/A|N/A|N/A|N/A|India|1 - 12 Years|Pets & Animals|N/A|N/A|12 inch|N/A|Girls, Boys|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
KKD (Kids Zone) Teddy With Love (Small) - 15 CM|250|50%|500||||200 g|8 inch|26 inch|N/A|India|0 - 10 Years|Teddy Bears|N/A|N/A|15 CM|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Angry Birds Black Bird - 9.1 inch|494|10%|549|4.5|3|8|147 g|4.5 inch|11.2 inch|9.1 inch|N/A|1 - 10 Years|N/A|N/A|N/A|9.1 inch|N/A|Boys, Girls|1|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Soft Buddies Loop Playtoy - Cat - 11 inch|314|10%|349||||160 g|11 inch|4 inch|N/A|India|3 - 14 Years|Cushions & Pillows|N/A|100% Polyester Staple Fibre|11 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Soft Ball - 5 inch|240|21%|307|5||2|100 g|2.2 inch|2.6 inch|4.7 inch|India|3 - 6 Years|Soft Balls|Animal Shop|Fiber|Medium, 5 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
